Price,Adj Close,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,,
2024-01-25,61.60377502441406,61.617000579833984,62.71900177001953,60.849998474121094,62.349998474121094,482777000
2024-01-26,61.017906188964844,61.03099822998047,61.78300094604492,60.573001861572266,60.959999084472656,390309000
2024-01-29,62.451595306396484,62.46500015258789,62.48899841308594,60.90700149536133,61.231998443603516,348733000
2024-01-30,62.760528564453125,62.77399826049805,63.49300003051758,62.2599983215332,62.900001525878906,410735000
2024-01-31,61.513797760009766,61.527000427246094,62.26900100708008,60.70000076293945,61.439998626708984,453795000
2024-02-01,63.01347732543945,63.027000427246094,63.191001892089844,61.650001525878906,62.099998474121094,369146000
2024-02-02,66.14580535888672,66.16000366210938,66.5999984741211,63.689998626708984,63.9739990234375,476578000
2024-02-05,69.31713104248047,69.33200073242188,69.49700164794922,67.20500183105469,68.2249984741211,680078000
2024-02-06,68.20836639404297,68.2229995727539,69.75399780273438,66.30000305175781,69.62999725341797,683111000
2024-02-07,70.08395385742188,70.0989990234375,70.22000122070312,67.5999984741211,68.31900024414062,495575000
2024-02-08,69.62605285644531,69.64099884033203,70.79399871826172,69.45500183105469,70.0739974975586,414422000
2024-02-09,72.1175308227539,72.13300323486328,72.18499755859375,70.21199798583984,70.53299713134766,436637000
2024-02-12,72.23249816894531,72.24800109863281,74.61100006103516,71.25,72.5999984741211,613710000
2024-02-13,72.1125259399414,72.12799835205078,73.44999694824219,69.62000274658203,70.4000015258789,602580000
2024-02-14,73.88414764404297,73.9000015258789,74.23600006103516,71.93800354003906,73.2020034790039,504917000
2024-02-15,72.64240264892578,72.65799713134766,73.9749984741211,72.4000015258789,73.86900329589844,420122000
2024-02-16,72.59741973876953,72.61299896240234,74.4020004272461,72.5009994506836,74.0999984741211,495327000
2024-02-20,69.43709564208984,69.4520034790039,71.95600128173828,67.73400115966797,71.9469985961914,704833000
2024-02-21,67.45752716064453,67.47200012207031,68.88800048828125,66.24800109863281,68.00599670410156,690298000
2024-02-22,78.52115631103516,78.53800201416016,78.57499694824219,74.22000122070312,75.0250015258789,865100000
2024-02-23,78.80008697509766,78.81700134277344,82.39399719238281,77.56999969482422,80.79000091552734,829388000
2024-02-26,79.07503509521484,79.09200286865234,80.64600372314453,78.50499725341797,79.69999694824219,503973000
2024-02-27,78.68411254882812,78.70099639892578,79.4800033569336,77.16200256347656,79.38099670410156,391705000
2024-02-28,77.6463394165039,77.66300201416016,78.93299865722656,77.125,77.62000274658203,393110000
2024-02-29,79.09502410888672,79.11199951171875,79.98999786376953,78.3499984741211,79.09400177001953,507289000
2024-03-01,82.26134490966797,82.27899932861328,82.30000305175781,79.43499755859375,80.0,479135000
2024-03-04,85.21870422363281,85.23699951171875,87.69499969482422,83.71900177001953,84.12999725341797,615616000
2024-03-05,85.9495849609375,85.96399688720703,86.09700012207031,83.41699981689453,85.2699966430664,520639000
2024-03-06,88.68512725830078,88.69999694824219,89.7239990234375,87.02999877929688,88.02200317382812,582520000
2024-03-07,92.65345764160156,92.66899871826172,92.76699829101562,89.60199737548828,90.15799713134766,608119000
2024-03-08,87.5133285522461,87.52799987792969,97.4000015258789,86.50599670410156,95.13800048828125,1142269000
2024-03-11,85.7596206665039,85.77400207519531,88.7969970703125,84.16600036621094,86.42900085449219,678364000
2024-03-12,91.89759826660156,91.91300201416016,91.95999908447266,86.1500015258789,88.04900360107422,668075000
2024-03-13,90.87276458740234,90.88800048828125,91.50399780273438,88.43499755859375,91.05500030517578,635713000
2024-03-14,87.92925262451172,87.94400024414062,90.64600372314453,86.5999984741211,89.5770034790039,602318000
2024-03-15,87.822265625,87.83699798583984,89.5459976196289,86.25700378417969,86.93000030517578,642086000
2024-03-18,88.44017028808594,88.45500183105469,92.40499877929688,87.08499908447266,90.38800048828125,668976000
2024-03-19,89.38301849365234,89.39800262451172,90.54399871826172,85.01000213623047,86.69999694824219,672171000
2024-03-20,90.35684967041016,90.37200164794922,90.41000366210938,88.2229995727539,89.7969970703125,479063000
2024-03-21,91.41967010498047,91.43499755859375,92.64800262451172,90.40499877929688,92.30000305175781,480372000
2024-03-22,94.273193359375,94.28900146484375,94.77799987792969,90.83399963378906,91.14099884033203,586719000
2024-03-25,94.98606872558594,95.00199890136719,96.76599884033203,93.51000213623047,93.94100189208984,552136000
2024-03-26,92.54547882080078,92.56099700927734,96.375,92.50199890136719,95.85099792480469,513648000
2024-03-27,90.23486328125,90.25,93.23999786376953,89.12300109863281,93.11199951171875,586067000
2024-03-28,90.34085083007812,90.35600280761719,91.30000305175781,89.19300079345703,90.0,435212000
2024-04-01,90.34784698486328,90.36299896240234,92.2249984741211,89.2040023803711,90.29900360107422,452441000
2024-04-02,89.43700408935547,89.4520034790039,90.09400177001953,87.62000274658203,88.447998046875,433064000
2024-04-03,88.94908142089844,88.96399688720703,90.3740005493164,88.4000015258789,88.48400115966797,370067000
2024-04-04,85.89059448242188,85.90499877929688,90.63400268554688,85.87999725341797,90.40599822998047,434965000
2024-04-05,87.99324798583984,88.00800323486328,88.48100280761719,85.9260025024414,86.86599731445312,399678000
2024-04-08,87.11839294433594,87.13300323486328,88.83000183105469,86.73200225830078,88.69999694824219,283220000
2024-04-09,85.33968353271484,85.35399627685547,87.63500213623047,83.02200317382812,87.44200134277344,503547000
2024-04-10,87.02440643310547,87.03900146484375,87.4000015258789,83.70899963378906,83.9260025024414,431929000
2024-04-11,90.6008071899414,90.61599731445312,90.73899841308594,86.9260025024414,87.41999816894531,431637000
2024-04-12,88.17121124267578,88.18599700927734,90.17500305175781,87.52999877929688,89.6989974975586,426805000
2024-04-15,85.98657989501953,86.0009994506836,90.61299896240234,85.92900085449219,89.0979995727539,443077000
2024-04-16,87.40034484863281,87.41500091552734,88.11799621582031,86.06400299072266,86.43299865722656,370453000
2024-04-17,84.02091217041016,84.03500366210938,88.7750015258789,83.94999694824219,88.33999633789062,495400000
2024-04-18,84.65680694580078,84.6709976196289,86.19000244140625,82.4020004272461,84.97000122070312,447260000
2024-04-19,76.18722534179688,76.19999694824219,84.3239974975586,75.60600280761719,83.1500015258789,875198000
2024-04-22,79.50466918945312,79.51799774169922,80.072998046875,76.4000015258789,78.10399627685547,596341000
2024-04-23,82.4091796875,82.4229965209961,82.76899719238281,80.26399993896484,80.76899719238281,438559000
2024-04-24,79.66364288330078,79.677001953125,84.08200073242188,79.18299865722656,83.94999694824219,512208000
2024-04-25,82.61814880371094,82.63200378417969,83.322998046875,78.2229995727539,78.86799621582031,424641000
2024-04-26,87.72029113769531,87.73500061035156,88.33100128173828,83.38700103759766,83.81800079345703,551011000
2024-04-29,87.7422866821289,87.75700378417969,87.99199676513672,85.26599884033203,87.59500122070312,388971000
2024-04-30,86.38751220703125,86.4020004272461,88.81900024414062,86.30000305175781,87.23999786376953,363709000
2024-05-01,83.0270767211914,83.04100036621094,86.0,81.25499725341797,85.0770034790039,559863000
2024-05-02,85.8026123046875,85.81700134277344,86.23699951171875,83.19999694824219,84.4489974975586,377898000
2024-05-03,88.77411651611328,88.78900146484375,89.28099822998047,87.04000091552734,87.78900146484375,398341000
2024-05-06,92.12454986572266,92.13999938964844,92.22000122070312,89.05500030517578,89.38999938964844,376203000
2024-05-07,90.538818359375,90.55400085449219,91.78099822998047,89.01100158691406,91.0979995727539,437342000
2024-05-08,90.39684295654297,90.41200256347656,91.19400024414062,89.41999816894531,89.48300170898438,325721000
2024-05-09,88.73212432861328,88.74700164794922,91.0719985961914,88.23100280761719,90.52899932861328,378013000
2024-05-10,89.86292266845703,89.87799835205078,91.4010009765625,89.22699737548828,90.30500030517578,335325000
2024-05-13,90.38385009765625,90.39900207519531,90.99800109863281,88.52899932861328,90.47799682617188,289680000
2024-05-14,91.34069061279297,91.35600280761719,91.6510009765625,88.93399810791016,89.5989990234375,296507000
2024-05-15,94.61412811279297,94.62999725341797,94.86199951171875,91.5989990234375,92.47200012207031,417735000
2024-05-16,94.34317779541016,94.35900115966797,95.81900024414062,94.10299682617188,94.91000366210938,323952000
2024-05-17,92.46348571777344,92.47899627685547,94.73999786376953,91.80599975585938,94.36900329589844,359691000
2024-05-20,94.76410675048828,94.77999877929688,95.19999694824219,93.44000244140625,93.75,318764000
2024-05-21,95.37001037597656,95.38600158691406,95.4000015258789,93.18000030517578,93.5989990234375,328946000
2024-05-22,94.93408203125,94.94999694824219,96.0199966430664,93.2490005493164,95.45899963378906,548648000
2024-05-23,103.78160095214844,103.79900360107422,106.31999969482422,101.5199966430664,102.02799987792969,835065000
2024-05-24,106.4511489868164,106.46900177001953,106.4749984741211,103.0,104.4489974975586,429494000
2024-05-28,113.88190460205078,113.9010009765625,114.93900299072266,109.88300323486328,110.24400329589844,652728000
2024-05-29,114.80574798583984,114.82499694824219,115.49199676513672,110.9010009765625,113.05000305175781,557442000
2024-05-30,110.48147583007812,110.5,115.81900024414062,109.66300201416016,114.6500015258789,487350000
2024-05-31,109.6146240234375,109.63300323486328,112.71700286865234,106.94000244140625,112.5199966430664,613263000
2024-06-03,114.98072052001953,115.0,115.0,112.00299835205078,113.62100219726562,438392000
2024-06-04,116.41748046875,116.43699645996094,116.5999984741211,114.04499816894531,115.71600341796875,403324000
2024-06-05,122.41947174072266,122.44000244140625,122.4489974975586,117.46800231933594,118.37100219726562,528402000
2024-06-06,120.97770690917969,120.99800109863281,125.58699798583984,118.31999969482422,124.0479965209961,664696000
2024-06-07,120.86773681640625,120.88800048828125,121.69200134277344,118.02200317382812,119.7699966430664,412386000
2024-06-10,121.76958465576172,121.79000091552734,123.0999984741211,117.01000213623047,120.37000274658203,314162700
2024-06-11,120.899658203125,120.91000366210938,122.87000274658203,118.73999786376953,121.7699966430664,222551200
2024-06-12,125.18928527832031,125.19999694824219,126.87999725341797,122.56999969482422,123.05999755859375,299595000
2024-06-13,129.59890747070312,129.61000061035156,129.8000030517578,127.16000366210938,129.38999938964844,260704500
2024-06-14,131.8687286376953,131.8800048828125,132.83999633789062,128.32000732421875,129.9600067138672,309320400
2024-06-17,130.9687957763672,130.97999572753906,133.72999572753906,129.5800018310547,132.99000549316406,288504400
2024-06-18,135.5684051513672,135.5800018310547,136.3300018310547,130.69000244140625,131.13999938964844,294335100
2024-06-20,130.76881408691406,130.77999877929688,140.75999450683594,129.52000427246094,139.8000030517578,517768400
2024-06-21,126.55917358398438,126.56999969482422,130.6300048828125,124.30000305175781,127.12000274658203,655484700
2024-06-24,118.09989929199219,118.11000061035156,124.45999908447266,118.04000091552734,123.23999786376953,476060900
2024-06-25,126.07920837402344,126.08999633789062,126.5,119.31999969482422,121.19999694824219,425787500
2024-06-26,126.38919067382812,126.4000015258789,128.1199951171875,122.5999984741211,126.12999725341797,362975900
2024-06-27,123.9793930053711,123.98999786376953,126.41000366210938,122.91999816894531,124.0999984741211,252571700
2024-06-28,123.52943420410156,123.54000091552734,127.70999908447266,122.75,124.58000183105469,315516700
2024-07-01,124.28936767578125,124.30000305175781,124.83999633789062,118.83000183105469,123.47000122070312,284885500
2024-07-02,122.65950775146484,122.66999816894531,123.41000366210938,121.02999877929688,121.12999725341797,218374000
2024-07-03,128.26902770996094,128.27999877929688,128.27999877929688,121.36000061035156,121.66000366210938,215749000
2024-07-05,125.8192367553711,125.83000183105469,128.85000610351562,125.68000030517578,127.37999725341797,214176700
2024-07-08,128.18902587890625,128.1999969482422,130.77000427246094,127.04000091552734,127.48999786376953,237677300
2024-07-09,131.3687744140625,131.3800048828125,133.82000732421875,128.64999389648438,130.35000610351562,285366600
2024-07-10,134.89846801757812,134.91000366210938,135.10000610351562,132.4199981689453,134.02999877929688,248978600
2024-07-11,127.38910675048828,127.4000015258789,136.14999389648438,127.05000305175781,135.75,374782700
2024-07-12,129.2289581298828,129.24000549316406,131.9199981689453,127.22000122070312,128.25999450683594,252680500
2024-07-15,128.42901611328125,128.44000244140625,131.38999938964844,127.18000030517578,130.55999755859375,208326200
2024-07-16,126.34918975830078,126.36000061035156,129.0399932861328,124.58000183105469,128.44000244140625,214769500
2024-07-17,117.97990417480469,117.98999786376953,121.8499984741211,116.72000122070312,121.3499984741211,390086200
2024-07-18,121.07963562011719,121.08999633789062,122.4000015258789,116.55999755859375,121.8499984741211,320979500
2024-07-19,117.91991424560547,117.93000030517578,121.5999984741211,117.37000274658203,120.3499984741211,217223800
2024-07-22,123.52943420410156,123.54000091552734,124.06999969482422,119.86000061035156,120.3499984741211,258068900
2024-07-23,122.57951354980469,122.58999633789062,124.69000244140625,122.0999984741211,122.77999877929688,173911000
2024-07-24,114.24022674560547,114.25,119.94999694824219,113.44000244140625,119.16999816894531,327776900
2024-07-25,112.27039337158203,112.27999877929688,116.62999725341797,106.30000305175781,113.04000091552734,460067000
2024-07-26,113.05032348632812,113.05999755859375,116.19999694824219,111.58000183105469,116.19000244140625,293399100
2024-07-29,111.58045196533203,111.58999633789062,116.27999877929688,111.30000305175781,113.69000244140625,248152100
2024-07-30,103.72113037109375,103.7300033569336,111.98999786376953,102.54000091552734,111.5199966430664,486833300
2024-07-31,117.0099868774414,117.0199966430664,118.33999633789062,110.87999725341797,112.9000015258789,473174200
2024-08-01,109.2006607055664,109.20999908447266,120.16000366210938,106.80999755859375,117.52999877929688,523462300
2024-08-02,107.26081848144531,107.2699966430664,108.72000122070312,101.37000274658203,103.76000213623047,482027500
2024-08-05,100.44140625,100.44999694824219,103.41000366210938,90.69000244140625,92.05999755859375,552842400
2024-08-06,104.24108123779297,104.25,107.70999908447266,100.55000305175781,103.83999633789062,409012100
2024-08-07,98.90154266357422,98.91000366210938,108.80000305175781,98.69000244140625,107.80999755859375,411440400
2024-08-08,104.96102142333984,104.97000122070312,105.5,97.5199966430664,102.0,391910000
2024-08-09,104.74104309082031,104.75,106.5999984741211,103.43000030517578,105.63999938964844,290844200
2024-08-12,109.01067352294922,109.0199966430664,111.06999969482422,106.26000213623047,106.31999969482422,325559900
2024-08-13,116.13006591796875,116.13999938964844,116.2300033569336,111.58000183105469,112.44000244140625,312646700
2024-08-14,118.06990051269531,118.08000183105469,118.5999984741211,114.06999969482422,118.52999877929688,339246400
2024-08-15,122.84949493408203,122.86000061035156,123.23999786376953,117.47000122070312,118.76000213623047,318086700
2024-08-16,124.56934356689453,124.58000183105469,125.0,121.18000030517578,121.94000244140625,302589900
2024-08-19,129.98887634277344,130.0,130.0,123.41999816894531,124.27999877929688,318333600
2024-08-20,127.2391128540039,127.25,129.8800048828125,125.88999938964844,128.39999389648438,300087400
2024-08-21,128.489013671875,128.5,129.35000610351562,126.66000366210938,127.31999969482422,257883600
2024-08-22,123.72941589355469,123.73999786376953,130.75,123.0999984741211,130.02000427246094,376189100
2024-08-23,129.3589324951172,129.3699951171875,129.60000610351562,125.22000122070312,125.86000061035156,323230300
2024-08-26,126.44918060302734,126.45999908447266,131.25999450683594,124.37000274658203,129.57000732421875,331964700
2024-08-27,128.28903198242188,128.3000030517578,129.1999969482422,123.87999725341797,125.05000305175781,303134600
2024-08-28,125.59925842285156,125.61000061035156,128.3300018310547,122.63999938964844,128.1199951171875,448101100
2024-08-29,117.57994079589844,117.58999633789062,124.43000030517578,116.70999908447266,121.36000061035156,453023300
2024-08-30,119.35979461669922,119.37000274658203,121.75,117.22000122070312,119.52999877929688,333751600
2024-09-03,107.99076080322266,108.0,116.20999908447266,107.29000091552734,116.01000213623047,477155100
2024-09-04,106.20091247558594,106.20999908447266,113.2699966430664,104.12000274658203,105.41000366210938,372470300
2024-09-05,107.2008285522461,107.20999908447266,109.6500015258789,104.76000213623047,104.98999786376953,306850700
2024-09-06,102.82120513916016,102.83000183105469,108.1500015258789,100.94999694824219,108.04000091552734,413638100
2024-09-09,106.46089172363281,106.47000122070312,106.55000305175781,103.69000244140625,104.87999725341797,273912000
2024-09-10,108.09075164794922,108.0999984741211,109.4000015258789,104.94999694824219,107.80999755859375,268283700
2024-09-11,116.9000015258789,116.91000366210938,117.19000244140625,107.41999816894531,109.38999938964844,441422400
2024-09-12,119.13999938964844,119.13999938964844,120.79000091552734,115.37999725341797,116.83999633789062,367100500
2024-09-13,119.0999984741211,119.0999984741211,119.95999908447266,117.5999984741211,119.08000183105469,238358300
2024-09-16,116.77999877929688,116.77999877929688,118.18000030517578,114.36000061035156,116.79000091552734,248772300
2024-09-17,115.58999633789062,115.58999633789062,118.80000305175781,114.83000183105469,118.16999816894531,231925900
2024-09-18,113.37000274658203,113.37000274658203,117.69999694824219,113.22000122070312,115.88999938964844,310318900
2024-09-19,117.87000274658203,117.87000274658203,119.66000366210938,117.25,117.3499984741211,293506400
2024-09-20,116.0,116.0,118.62000274658203,115.38999938964844,117.05999755859375,382462400
2024-09-23,116.26000213623047,116.26000213623047,116.98999786376953,114.86000061035156,116.55000305175781,206228500
2024-09-24,120.87000274658203,120.87000274658203,121.80000305175781,115.37999725341797,116.5199966430664,354966800
2024-09-25,123.51000213623047,123.51000213623047,124.94000244140625,121.61000061035156,122.0199966430664,284692900
2024-09-26,124.04000091552734,124.04000091552734,127.66999816894531,121.80000305175781,126.80000305175781,302582900
2024-09-27,121.4000015258789,121.4000015258789,124.02999877929688,119.26000213623047,123.97000122070312,271009200
2024-09-30,121.44000244140625,121.44000244140625,121.5,118.1500015258789,118.30999755859375,226553700
2024-10-01,117.0,117.0,122.44000244140625,115.79000091552734,121.7699966430664,302094500
2024-10-02,118.8499984741211,118.8499984741211,119.37999725341797,115.13999938964844,116.44000244140625,221845900
2024-10-03,122.8499984741211,122.8499984741211,124.36000061035156,120.33999633789062,120.91999816894531,277118000
2024-10-04,124.91999816894531,124.91999816894531,125.04000091552734,121.83000183105469,124.94000244140625,243678100
2024-10-07,127.72000122070312,127.72000122070312,130.63999938964844,124.94999694824219,124.98999786376953,346250200
2024-10-08,132.88999938964844,132.88999938964844,133.47999572753906,129.4199981689453,130.25999450683594,285722500
2024-10-09,132.64999389648438,132.64999389648438,134.52000427246094,131.3800048828125,134.11000061035156,246191600
2024-10-10,134.80999755859375,134.80999755859375,135.0,131.0,131.91000366210938,242311300
2024-10-11,134.8000030517578,134.8000030517578,135.77999877929688,133.66000366210938,134.00999450683594,170209500
2024-10-14,138.07000732421875,138.07000732421875,139.60000610351562,136.3000030517578,136.47000122070312,232347700
2024-10-15,131.60000610351562,131.60000610351562,138.57000732421875,128.74000549316406,137.8699951171875,377831000
2024-10-16,135.72000122070312,135.72000122070312,136.6199951171875,131.5800018310547,133.97999572753906,264879700
2024-10-17,136.92999267578125,136.92999267578125,140.88999938964844,136.8699951171875,139.33999633789062,306435900
2024-10-18,138.0,138.0,138.89999389648438,137.27999877929688,138.6699981689453,176090200
2024-10-21,143.7100067138672,143.7100067138672,143.7100067138672,138.0,138.1300048828125,264554500
2024-10-22,143.58999633789062,143.58999633789062,144.4199981689453,141.77999877929688,142.91000366210938,226311600
2024-10-23,139.55999755859375,139.55999755859375,142.42999267578125,137.4600067138672,142.02999877929688,285930000
2024-10-24,140.41000366210938,140.41000366210938,141.35000610351562,138.4600067138672,140.82000732421875,172354900
2024-10-25,141.5399932861328,141.5399932861328,144.1300048828125,140.8000030517578,140.92999267578125,205122100
2024-10-28,140.52000427246094,140.52000427246094,143.13999938964844,140.0500030517578,143.0,173586700
2024-10-29,141.25,141.25,142.25999450683594,138.89999389648438,140.2899932861328,157593600
2024-10-30,139.33999633789062,139.33999633789062,140.3300018310547,136.80999755859375,139.5399932861328,179418100
2024-10-31,132.75999450683594,132.75999450683594,137.61000061035156,132.11000061035156,137.60000610351562,270039600
2024-11-01,135.39999389648438,135.39999389648438,137.30999755859375,134.57000732421875,134.6999969482422,207127800
2024-11-04,136.0500030517578,136.0500030517578,138.9600067138672,135.57000732421875,137.2100067138672,187528200
2024-11-05,139.91000366210938,139.91000366210938,140.3699951171875,137.3300018310547,137.4499969482422,160537400
2024-11-06,145.61000061035156,145.61000061035156,146.49000549316406,141.9600067138672,142.9600067138672,242043900
2024-11-07,148.8800048828125,148.8800048828125,148.92999267578125,146.1699981689453,146.38999938964844,207323300
2024-11-08,147.6300048828125,147.6300048828125,149.77000427246094,146.25999450683594,148.77000427246094,175665800
2024-11-11,145.25999450683594,145.25999450683594,148.85000610351562,143.57000732421875,148.67999267578125,182325600
2024-11-12,148.2899932861328,148.2899932861328,149.64999389648438,146.00999450683594,146.77999877929688,198634700
2024-11-13,146.27000427246094,146.27000427246094,149.3300018310547,145.89999389648438,149.07000732421875,191903300
2024-11-14,146.75999450683594,146.75999450683594,149.0,145.5500030517578,147.63999938964844,194463300
2024-11-15,141.97999572753906,141.97999572753906,145.24000549316406,140.0800018310547,144.8699951171875,250132900
2024-11-18,140.14999389648438,140.14999389648438,141.5500030517578,137.14999389648438,139.5,221866000
2024-11-19,147.00999450683594,147.00999450683594,147.1300048828125,140.99000549316406,141.32000732421875,227834900
2024-11-20,145.88999938964844,145.88999938964844,147.55999755859375,142.72999572753906,147.41000366210938,309871700
2024-11-21,146.6699981689453,146.6699981689453,152.88999938964844,140.6999969482422,149.35000610351562,400946600
2024-11-22,141.9499969482422,141.9499969482422,147.16000366210938,141.10000610351562,145.92999267578125,236406200
2024-11-25,136.02000427246094,136.02000427246094,142.0500030517578,135.82000732421875,141.99000549316406,344941900
2024-11-26,136.9199981689453,136.9199981689453,139.3000030517578,135.6699981689453,137.6999969482422,190287700
2024-11-27,135.33999633789062,135.33999633789062,137.22000122070312,131.8000030517578,135.00999450683594,226370900
2024-11-29,138.25,138.25,139.35000610351562,136.0500030517578,136.77999877929688,141863200
2024-12-02,138.6300048828125,138.6300048828125,140.4499969482422,137.82000732421875,138.8300018310547,171682800
2024-12-03,140.25999450683594,140.25999450683594,140.5399932861328,137.9499969482422,138.25999450683594,163769200
